genome_id	total_bp	scaffold_count	N50	min_scaffold_len	avg_scaffold_len	max_scaffold_len	gc_pct	soft_masked_pct	repeat_retroelements_pct	repeat_dna_transposons_pct	repeat_rolling_circles_pct	repeat_unclassified_pct	repeat_total_interspersed_pct	repeat_small_rna_pct	repeat_satellites_pct	repeat_simple_repeats_pct	repeat_low_complexity_pct	genes	average_gene_length	transcripts_per_gene	average_transcript_length	exons_per_transcript	average_exon_length	transcripts_total	single_exon_transcripts	multi_exon_transcripts	introns_total	avg_introns_per_transcript	avg_intron_length	median_intron_length	min_intron_length	max_intron_length	busco_lineage	busco_mode	busco_n	busco_complete_pct	busco_single_pct	busco_duplicated_pct	busco_fragmented_pct	busco_missing_pct	omark_clade	omark_conserved_hogs	omark_single_pct	omark_duplicated_pct	omark_dup_unexpected_pct	omark_dup_expected_pct	omark_missing_pct	omark_consistent_pct	omark_inconsistent_pct	omark_contamination_pct	omark_unknown_pct	eggnog_total_queries	eggnog_annotated	eggnog_annotated_pct	eggnog_with_go	eggnog_with_go_pct	eggnog_with_kegg_ko	eggnog_with_kegg_ko_pct	eggnog_with_cog	eggnog_with_cog_pct	eggnog_with_pfam	eggnog_with_pfam_pct	iprscan_total_proteins	iprscan_proteins_with_domain	iprscan_proteins_with_domain_pct	iprscan_proteins_with_go	iprscan_proteins_with_go_pct
GCA_958299795.1	541663525	107	35980406	1000	5062275.9	60343645	39.14	50.4048	8.99	3.5	0.18	35.89	48.52	0.17	0.02	1.49	0.15	31988	6172	1.1493059897461548	1387	6.076895876400827	228	36764	11786	24978	186647	5.0769	1055.1056	684	21	393551	cnidaria_odb12	proteins	3203	96.9	82.4	14.5	1.0	2.2	Cnidaria	4117	87.37	8.23	5.56	2.67	4.40	62.48	8.43	0.00	29.09	28840	28840	100.0	13887	48.15	15685	54.39	25615	88.82	25005	86.7	31898	31898	100.0	16701	52.36
GCA_963693305.1	551172847	57	39932128	7000	9669699.1	68061845	39.27	52.8833	10.01	5.91	0.25	34.78	50.75	0.47	0.15	1.54	0.1	33155	6172	1.135002262102247	1391	6.103000186016848	227	37631	12427	25204	192031	5.103	1032.0003	574	21	159861	cnidaria_odb12	proteins	3203	98.3	84.6	13.8	0.6	1.1	Cnidaria	4117	88.07	9.47	5.20	4.27	2.45	65.15	8.36	0.00	26.48	29705	29705	100.0	14194	47.78	16531	55.65	26588	89.51	25643	86.33	33057	33057	100.0	17509	52.97
GCA_964017195.1	807211382	539	56751969	1000	1497609.2	75260765	39.98	54.9347	9.02	8.47	0.04	33.39	51.11	0.93	2.17	1.1	0.1	40765	5610	1.1318287746841653	1214	5.000888619172501	242	46139	17979	28160	184597	4.0009	1207.1245	694	20	475507	cnidaria_odb12	proteins	3203	95.5	80.1	15.4	1.4	3.0	Cnidaria	4117	84.82	10.49	7.41	3.08	4.69	56.60	8.98	0.00	34.41	34406	34406	100.0	15097	43.88	17421	50.63	28983	84.24	28571	83.04	38984	38984	100.0	18385	47.16
GCA_964019555.1	486213471	464	32720690	1000	1047873.9	49556336	39.05	55.3346	16.69	4.04	0.36	32.86	54.01	0.46	0.08	0.71	0.09	29094	5716	1.167972777892349	1404	6.639386716106059	211	33257	10825	22432	187370	5.634	889.5229	567.0	20	153006	cnidaria_odb12	proteins	3203	98.4	81.0	17.5	0.8	0.8	Cnidaria	4117	88.37	7.82	5.78	2.04	3.81	59.64	8.86	0.00	31.49	26419	26419	100.0	12973	49.1	14114	53.42	23117	87.5	22840	86.45	29122	29122	100.0	14977	51.43
GCA_964020085.1	582095087	1615	37782130	1000	360430.4	50836096	39.95	52.2795	12.21	6.18	0.37	32.25	50.66	0.67	0.09	0.74	0.08	34954	5780	1.1453910854265605	1284	5.715506044559896	224	40036	14277	25759	188790	4.7155	1070.4157	622.0	21	363072	cnidaria_odb12	proteins	3203	96.8	81.2	15.6	1.5	1.8	Cnidaria	4117	87.42	9.55	5.90	3.64	3.04	59.03	9.10	0.00	31.87	30496	30496	100.0	13739	45.05	15815	51.86	25682	84.21	25422	83.36	34078	34078	100.0	16529	48.5
GCA_964027065.2	361425095	300	23862603	1000	1204750.3	36852344	37.98	40.1701	7.31	3.15	0.43	28.18	38.65	0.54	0.07	0.77	0.14	27776	4834	1.1640625	1444	7.034237466365632	205	32333	8691	23642	195105	6.0342	625.9636	465	20	236989	cnidaria_odb12	proteins	3203	97.9	84.0	13.9	1.0	1.2	Cnidaria	4117	87.01	11.29	3.93	7.36	1.70	71.78	5.58	0.00	22.64	26113	26113	100.0	13759	52.69	15282	58.52	24074	92.19	23304	89.24	28591	28591	100.0	16022	56.04
GCA_964030605.3	333964842	245	22572888	1000	1363121.8	31750150	39.11	41.6074	10.54	4.09	0.21	25.28	39.92	1.28	0.04	0.89	0.12	23791	6402	1.1833466436887898	1506	7.610734202394061	197	28153	7663	20490	186112	6.6107	852.9454	561.0	20	350613	cnidaria_odb12	proteins	3203	99.1	82.2	16.9	0.4	0.5	Cnidaria	4117	89.90	6.46	4.57	1.89	3.64	63.84	8.18	0.00	27.98	22323	22323	100.0	12067	54.06	12843	57.53	20326	91.05	19810	88.74	24578	24578	100.0	13481	54.85
GCA_964030785.1	831122133	450	56755662	1000	1846938.1	83051129	39.80	54.7601	10.07	8.9	0.07	34.29	53.35	0.92	0.02	1.12	0.11	41798	6003	1.1341930235896454	1266	5.343704516210686	236	47407	18689	28718	205922	4.3437	1236.409	693.0	21	334527	cnidaria_odb12	proteins	3203	98.0	82.1	15.9	1.0	1.0	Cnidaria	4117	87.25	9.81	6.58	3.23	2.94	56.05	9.03	0.00	34.92	35030	35030	100.0	15572	44.45	18001	51.39	29806	85.09	29333	83.74	39662	39662	100.0	18890	47.63
GCA_964034985.1	328698869	160	22198023	1000	2054367.9	31856282	39.02	41.8581	10.86	4.14	0.27	25.11	40.45	0.63	0.06	0.83	0.12	24084	6131	1.1829845540607873	1463	7.4164823979502295	197	28491	7790	20701	182812	6.4165	837.7483	559.0	20	242598	cnidaria_odb12	proteins	3203	98.5	81.1	17.4	0.7	0.8	Cnidaria	4117	89.80	6.32	4.47	1.85	3.89	63.35	8.26	0.00	28.39	22563	22563	100.0	12141	53.81	12884	57.1	20439	90.59	19955	88.44	24818	24818	100.0	13473	54.29
GCA_964035525.1	589292816	109	37871096	2000	5406356.1	68678716	39.22	51.6257	9.34	3.44	0.29	36.65	49.57	0.25	0.04	1.49	0.12	30988	6162	1.1400219439783141	1420	6.1931100857700905	229	35327	11829	23498	183457	5.1931	1022.6546	676	20	414523	cnidaria_odb12	proteins	3203	97.4	84.0	13.4	1.1	1.4	Cnidaria	4117	87.52	8.89	6.22	2.67	3.59	62.67	8.39	0.00	28.93	27642	27642	100.0	13594	49.18	15340	55.5	24557	88.84	23968	86.71	30699	30699	100.0	16357	53.28
GCA_964035705.1	569626061	3096	35060836	1000	183987.7	55420750	40.09	45.6286	7.58	2.84	0.16	33.07	43.55	0.34	0.03	1.48	0.17	31128	6394	1.150893086610126	1396	6.3957571528262385	218	35825	10617	25208	193303	5.3958	1044.4744	676	20	135313	cnidaria_odb12	proteins	3203	98.1	84.0	14.2	0.7	1.2	Cnidaria	4117	88.95	8.16	5.32	2.84	2.89	61.48	8.71	0.00	29.81	27751	27751	100.0	13953	50.28	15543	56.01	24908	89.76	24251	87.39	30881	30881	100.0	16494	53.41
GCA_964035745.1	527108013	90	47881226	1000	5856755.7	54688112	38.96	53.9422	11.29	5.01	0.14	36.17	52.77	0.22	0.01	0.91	0.1	26471	8475	1.1586264213667787	1535	7.285197261167265	210	30670	8419	22251	192767	6.2852	1244.2363	737	20	235387	cnidaria_odb12	proteins	3203	99.2	84.3	14.9	0.5	0.3	Cnidaria	4117	89.48	8.02	5.39	2.62	2.50	66.21	7.84	0.00	25.95	24369	24369	100.0	13038	53.5	14368	58.96	22302	91.52	21517	88.3	26992	26992	100.0	15137	56.08
GCA_964059495.1	521681634	390	37320567	1000	1337645.2	51019396	38.51	50.4833	8.99	4.37	0.16	34.12	47.52	0.99	0.04	2.22	0.17	28418	6245	1.1272081075374762	1368	6.210501670152655	220	32033	9992	22041	166908	5.2105	1036.747	671.0	20	246959	cnidaria_odb12	proteins	3203	95.5	82.5	13.0	0.7	3.8	Cnidaria	4117	85.01	10.35	4.91	5.44	4.64	68.19	6.83	0.00	24.99	25726	25726	100.0	13070	50.8	14680	57.06	23175	90.08	22448	87.26	28309	28309	100.0	15642	55.25
GCA_964187815.1	560023380	363	40517759	1000	1542764.1	69373331	39.42	54.5931	9.59	9.2	0.14	33.45	52.31	1.35	0.05	1.0	0.1	29967	6906	1.1435579137050755	1488	6.821588024161779	218	34269	10289	23980	199500	5.8216	1048.425	563.0	21	360417	cnidaria_odb12	proteins	3203	98.6	85.0	13.6	0.5	0.9	Cnidaria	4117	88.95	8.91	4.52	4.40	2.14	66.88	7.75	0.00	25.37	27277	27277	100.0	13744	50.39	15679	57.48	24698	90.55	23867	87.5	30383	30383	100.0	16516	54.36
GCA_964194085.1	536305725	37	38477971	16455	14494749.3	65964116	39.19	52.5762	10.84	5.36	0.41	34.5	50.85	0.23	0.04	1.06	0.09	30980	5519	1.1408650742414461	1298	5.7428700769578995	226	35344	12361	22983	167632	4.7429	981.8498	595.0	21	99099	cnidaria_odb12	proteins	3203	95.2	80.9	14.3	1.8	3.0	Cnidaria	4117	86.20	9.84	5.95	3.89	3.96	62.59	8.43	0.00	28.97	27570	27570	100.0	13402	48.61	15079	54.69	24169	87.66	23487	85.19	30540	30540	100.0	15786	51.69
GCA_964199315.1	496989174	805	32264924	300	617377.9	44735515	39.75	50.5009	8.96	4.2	0.26	33.45	46.67	2.83	0.03	1.01	0.12	27199	6636	1.15335122614802	1458	7.00235894166401	208	31370	9009	22361	188294	6.0024	972.2826	579.0	20	441988	cnidaria_odb12	proteins	3203	98.7	83.3	15.4	0.6	0.7	Cnidaria	4117	89.07	8.57	4.79	3.79	2.36	67.58	7.37	0.00	25.05	24917	24917	100.0	13199	52.97	14699	58.99	22744	91.28	22041	88.46	27744	27744	100.0	15454	55.7
GCA_964199735.2	658382683	884	42565161	1000	744776.8	54934655	39.25	54.4429	13.61	7.13	0.4	31.98	52.72	0.54	0.09	1.04	0.09	49293	4805	1.128253504554399	1251	5.254211993167311	238	55615	16278	39337	236598	4.2542	886.133	560.0	33	39501	cnidaria_odb12	proteins	3203	92.7	82.9	9.8	4.3	3.0	Cnidaria	4117	81.54	15.33	11.66	3.67	3.13	53.41	9.99	0.00	36.59	40330	40330	100.0	15811	39.2	18918	46.91	32666	81.0	32530	80.66	45935	45935	100.0	19867	43.25
GCA_964200805.1	380694473	115	25611475	1000	3310386.7	41075638	38.06	43.4233	6.94	3.87	0.48	30.78	41.82	0.48	0.07	0.88	0.13	26477	5487	1.1720361068096838	1540	7.59209847898943	202	31032	7830	23202	204566	6.5921	685.7283	466.0	20	396503	cnidaria_odb12	proteins	3203	99.2	83.5	15.7	0.4	0.4	Cnidaria	4117	87.95	10.76	3.55	7.21	1.29	72.14	5.39	0.00	22.47	25081	25081	100.0	13502	53.83	14831	59.13	23246	92.68	22430	89.43	27459	27459	100.0	15672	57.07
GCA_964204835.1	802319975	748	53019679	1000	1072620.3	67043254	39.17	59.3696	9.71	8.36	0.58	38.71	57.72	0.43	0.0	0.8	0.09	35354	4857	1.1214006901623579	1293	5.1768148110780405	249	39646	15539	24107	165594	4.1768	947.7512	580.0	20	457739	cnidaria_odb12	proteins	3203	92.9	79.4	13.5	2.3	4.8	Cnidaria	4117	83.56	10.54	7.53	3.01	5.90	60.28	9.48	0.00	30.23	30725	30725	100.0	13590	44.23	15533	50.55	25834	84.08	25897	84.29	34436	34436	100.0	16793	48.77
GCA_964205215.1	560638484	227	37068110	1000	2469773.1	61781614	39.62	52.0661	14.82	5.09	0.19	30.9	50.81	0.8	0.07	0.82	0.11	33431	5605	1.1545272352008615	1420	6.646889654636371	213	38597	11803	26794	217953	5.6469	848.8493	514	24	372547	cnidaria_odb12	proteins	3203	99.0	83.5	15.5	0.3	0.7	Cnidaria	4117	86.54	12.22	5.64	6.58	1.24	66.83	6.86	0.00	26.30	30706	30706	100.0	14626	47.63	16519	53.8	27801	90.54	27124	88.33	33433	33433	100.0	17454	52.21
GCA_964205245.1	818668351	1076	49604136	1000	760844.2	80787162	39.74	56.2261	19.85	3.92	0.33	30.48	54.25	0.89	0.04	1.14	0.08	63391	4462	1.1158997334006404	1081	4.129972574853685	261	70738	25720	45018	221408	3.13	1141.0106	713.0	26	26011	cnidaria_odb12	proteins	3203	86.5	77.9	8.6	7.4	6.1	Cnidaria	4117	80.25	13.19	11.34	1.85	6.56	41.30	11.95	0.00	46.75	45769	45769	100.0	15363	33.57	18486	40.39	35625	77.84	36110	78.9	54127	54127	100.0	19258	35.58
GCA_964212065.1	482731129	270	36807548	1000	1787893.1	42828213	38.97	53.4066	11.16	5.15	0.23	35.35	51.95	0.5	0.03	0.8	0.11	24065	5341	1.1279451485559941	1297	6.222406424992632	208	27144	8803	18341	141757	5.2224	847.4217	571	20	231619	cnidaria_odb12	proteins	3203	92.5	78.5	14.0	1.7	5.7	Cnidaria	4117	83.75	8.23	6.41	1.82	8.02	62.71	8.13	0.00	29.17	21230	21230	100.0	11401	53.7	12133	57.15	19054	89.75	18644	87.82	23414	23414	100.0	12545	53.58
GCA_964258685.1	673605476	700	49606253	1000	962293.5	68115380	39.21	60.3549	8.86	14.82	0.91	34.48	58.31	0.21	0.01	0.93	0.1	30003	7414	1.1488184514881845	1431	6.574735987002437	217	34468	10953	23515	192150	5.5747	1218.187	689.0	20	361216	cnidaria_odb12	proteins	3203	98.3	83.5	14.7	0.7	1.1	Cnidaria	4117	88.12	8.96	5.76	3.21	2.91	63.15	9.08	0.00	27.77	27017	27017	100.0	13566	50.21	15245	56.43	24156	89.41	23673	87.62	30168	30168	100.0	16165	53.58
GCA_964261235.1	478509595	89	31359961	1000	5376512.3	46453412	39.05	54.8992	16.84	4.7	0.31	31.56	53.34	0.61	0.12	0.74	0.09	27928	5808	1.1660698940131768	1404	6.73420131425413	208	31251	9833	21418	181757	5.816	884.0937	568	20	385772	cnidaria_odb12	proteins	3203	99.0	81.8	17.2	0.3	0.7	Cnidaria	4117	89.43	6.85	5.05	1.80	3.72	59.75	9.09	0.00	31.15	25412	25412	100.0	12734	50.11	13639	53.67	22289	87.71	22030	86.69	27939	27939	100.0	14423	51.62
GCA_964273435.1	482207919	1142	28705890	1000	422248.6	38601174	39.12	52.3127	14.3	5.5	0.58	30.53	50.56	0.89	0.16	0.79	0.1	29008	5977	1.1590940430226144	1437	6.811854980221872	211	32551	10362	22189	189685	5.8273	917.4591	571	20	468233	cnidaria_odb12	proteins	3203	97.6	81.4	16.3	0.9	1.5	Cnidaria	4117	88.37	7.65	5.83	1.82	3.98	59.92	9.24	0.00	30.84	26394	26394	100.0	12918	48.94	14089	53.38	23029	87.25	22756	86.22	28950	28950	100.0	14993	51.79
GCA_964274385.1	431268644	461	29627332	2100	935506.8	36946892	39.00	50.8220	12.18	4.28	0.35	32.73	49.47	0.53	0.09	0.7	0.1	28253	4850	1.1561604077443104	1275	5.855288535129343	217	31205	10589	20616	152692	4.8932	817.4722	560.0	20	178236	cnidaria_odb12	proteins	3203	95.0	79.0	16.0	1.8	3.2	Cnidaria	4117	86.62	7.58	5.68	1.89	5.81	59.28	8.76	0.00	31.96	25149	25149	100.0	12336	49.05	13321	52.97	21945	87.26	21582	85.82	27612	27612	100.0	13880	50.27
GCA_964291705.1	495267400	154	35173190	10854	3216022.1	44878467	39.07	55.5882	16.85	4.28	0.31	32.25	54.15	0.61	0.11	0.74	0.09	28646	6047	1.1683655658730714	1443	6.86052765245451	210	32395	10501	21894	189532	5.8507	922.17	568.0	20	399171	cnidaria_odb12	proteins	3203	99.1	81.8	17.3	0.3	0.6	Cnidaria	4117	89.34	7.04	5.13	1.92	3.62	59.89	8.98	0.00	31.13	25945	25945	100.0	12816	49.4	13908	53.61	22942	88.43	22494	86.7	28768	28768	100.0	14962	52.01
GCA_964330385.1	774819882	145	51362878	1000	5343585.4	73126821	39.59	59.6142	20.17	4.86	0.26	33.03	58.16	1.5	0.04	0.85	0.07	38841	6850	1.1428644988543035	1236	5.366095967560262	230	44390	15158	29232	193811	4.3661	1467.6324	839	22	466717	cnidaria_odb12	proteins	3203	96.5	80.0	16.6	1.2	2.3	Cnidaria	4117	80.79	12.97	10.88	2.09	6.24	44.37	12.49	0.00	43.15	46386	46386	100.0	15579	33.59	18551	39.99	36012	77.64	36562	78.82	51319	51319	100.0	18855	36.74
GCA_964332325.1	468464808	709	32304366	1000	660740.2	38247440	39.07	53.5774	13.21	4.95	0.35	33.0	51.51	1.57	0.09	0.67	0.09	25903	6336	1.1795930973246342	1436	7.126951399116348	201	29542	8661	20881	181191	6.1333	940.1066	567	21	416412	cnidaria_odb12	proteins	3203	98.7	80.6	18.0	0.5	0.8	Cnidaria	4117	89.00	6.95	5.13	1.82	4.06	61.66	8.28	0.00	30.06	23954	23954	100.0	12510	52.23	13460	56.19	21236	88.65	20879	87.16	26403	26403	100.0	14123	53.49
GCA_964656595.1	541754393	403	38906063	1000	1344303.7	55778270	37.97	52.2813	10.22	5.23	0.26	31.8	47.32	1.0	0.06	4.32	0.19	29082	6151	1.1251633312702014	1326	5.963449666890777	222	32722	10598	22124	162414	4.9634	1063.0222	668.0	20	287486	cnidaria_odb12	proteins	3203	95.7	82.6	13.0	1.2	3.2	Cnidaria	4117	85.52	10.20	4.79	5.42	4.27	66.99	7.45	0.00	25.56	26119	26119	100.0	12897	49.38	14567	55.77	23232	88.95	22579	86.45	28679	28679	100.0	15503	54.06
GCA_964656845.1	515391433	477	36280732	720	1080485.2	61430081	38.61	48.7619	8.08	4.69	0.19	34.29	47.11	0.37	0.12	1.09	0.12	31551	6799	1.1435453709866565	1498	6.820149667405765	219	36080	10154	25926	209991	5.8201	1021.2137	617	20	380963	cnidaria_odb12	proteins	3203	98.4	84.3	14.1	0.5	1.0	Cnidaria	4117	88.03	9.40	5.08	4.32	2.57	68.51	8.03	0.00	23.46	28740	28740	100.0	14520	50.52	16769	58.35	26295	91.49	25451	88.56	32039	32039	100.0	17534	54.73
GCA_965112405.1	716402913	864	48485938	1000	829170.0	65981066	39.60	57.5690	19.59	4.92	0.25	31.47	56.12	0.8	0.14	0.82	0.07	33322	7748	1.1500210071424284	1287	5.874611831632786	219	38321	14045	24276	186800	4.8746	1514.7618	868.0	21	304512	cnidaria_odb12	proteins	3203	98.0	81.4	16.6	0.5	1.5	Cnidaria	4117	88.49	7.75	5.56	2.19	3.76	54.77	9.22	0.00	36.01	28750	28750	100.0	13409	46.64	14916	51.88	24684	85.86	24251	84.35	31785	31785	100.0	15634	49.19
GCA_965112835.1	656234329	1151	53335361	1000	570142.8	73445179	39.90	59.8498	9.42	7.38	0.12	41.22	58.04	0.41	0.2	1.2	0.1	30461	5994	1.1320048586717442	1199	5.285134272954005	227	34482	13840	20642	147760	4.2851	1175.4704	763.0	22	33086	cnidaria_odb12	proteins	3203	61.6	52.8	8.8	15.6	22.8	Cnidaria	4117	74.28	10.95	8.26	2.70	14.77	58.93	10.10	0.00	30.97	24006	24006	100.0	11767	49.02	13365	55.67	20892	87.03	20621	85.9	29718	29718	100.0	13162	44.29
GCA_965118205.1	459279821	1340	30835548	1000	342746.1	36458435	39.05	50.0531	13.22	4.41	0.55	29.56	47.88	0.54	0.59	0.73	0.09	28136	5876	1.1699246516917827	1438	6.773521280797157	212	32049	10308	21741	184236	5.7486	894.1055	566.0	20	421525	cnidaria_odb12	proteins	3203	97.8	81.1	16.6	0.5	1.7	Cnidaria	4117	88.51	7.38	5.42	1.97	4.10	60.87	9.22	0.00	29.91	25993	25993	100.0	12763	49.1	13811	53.13	22958	88.32	22671	87.22	28446	28446	100.0	14777	51.95
GCA_965214385.1	547230792	1579	28738798	1000	346567.9	39281380	39.11	56.9288	18.46	4.7	0.36	32.27	55.43	0.65	0.09	0.66	0.09	28743	5143	1.1532199144139443	1300	6.107189187558451	212	31560	10438	21122	163490	5.1803	842.6057	558.0	20	279363	cnidaria_odb12	proteins	3203	96.8	79.2	17.6	1.1	2.1	Cnidaria	4117	85.81	9.16	7.31	1.85	5.03	58.62	8.73	0.00	32.65	25499	25499	100.0	12543	49.19	13527	53.05	22178	86.98	22027	86.38	28243	28243	100.0	14193	50.25
GCA_965282425.1	388238899	1112	5893000	1000	349135.7	28708053	38.93	43.9703	10.13	5.7	0.55	25.76	41.59	1.43	0.02	0.81	0.1	25278	6521	1.1598623308806078	1561	7.540298100208056	207	29319	7788	21531	191755	6.5403	876.6218	537	20	276300	cnidaria_odb12	proteins	3203	97.2	83.1	14.0	1.1	1.7	Cnidaria	4117	88.97	8.45	4.69	3.76	2.57	69.09	7.33	0.00	23.58	23634	23634	100.0	12787	54.1	14079	59.57	21701	91.82	21007	88.88	26327	26327	100.0	14938	56.74
GCA_965607595.1	830821469	1860	31854290	1000	446678.2	122869913	39.24	61.2074	15.2	7.1	0.21	37.17	59.48	0.44	0.22	1.06	0.07	35783	7132	1.134197803426208	1287	5.394973512381422	238	40585	14762	25823	178370	4.395	1484.6082	725.0	20	301898	cnidaria_odb12	proteins	3203	95.2	79.8	15.5	1.8	3.0	Cnidaria	4117	84.96	10.86	7.17	3.69	4.18	59.79	8.89	0.00	31.32	31162	31162	100.0	14109	45.28	16311	52.34	26602	85.37	26146	83.9	34838	34838	100.0	17003	48.81
GCA_973946955.1	580996601	369	34735392	400	1574516.5	56195330	39.02	49.1551	10.76	3.71	0.23	32.78	47.25	0.31	0.01	1.32	0.13	29795	6419	1.150696425574761	1407	6.269184774682806	224	34285	11116	23169	180654	5.2692	1068.2708	679.0	20	425990	cnidaria_odb12	proteins	3203	91.6	76.7	14.8	2.1	6.4	Cnidaria	4117	82.73	10.44	7.82	2.62	6.83	63.02	8.29	0.00	28.70	26740	26740	100.0	13407	50.14	14916	55.78	23893	89.35	23156	86.6	29750	29750	100.0	15720	52.84
GCA_974392565.1	546346346	488	34245354	1000	1119562.2	51786172	39.09	50.3662	12.77	5.3	0.08	30.43	48.5	0.99	0.2	1.16	0.14	29011	7042	1.1541828961428424	1398	6.593776131883885	212	33484	10027	23457	187302	5.5938	1136.4792	723.0	21	158877	cnidaria_odb12	proteins	3203	98.6	82.3	16.3	0.5	0.9	Cnidaria	4117	88.03	8.79	5.66	3.13	3.18	64.95	7.68	0.00	27.36	26418	26418	100.0	13605	51.5	15117	57.22	23994	90.82	23312	88.24	29325	29325	100.0	16012	54.6
GCA_977000285.1	554556895	630	35719839	5592	880249.0	76564307	38.98	50.1928	9.68	6.37	0.7	31.88	47.92	0.37	0.23	1.09	0.12	43531	5549	1.1162160299556638	1350	5.668656102078617	238	48590	13733	34857	226850	4.6687	958.0141	618.0	27	20848	cnidaria_odb12	proteins	3203	92.6	84.6	8.0	5.5	1.9	Cnidaria	4117	82.10	15.47	11.39	4.08	2.43	58.23	9.58	0.00	32.19	36076	36076	100.0	15822	43.86	18832	52.2	31156	86.36	30590	84.79	41244	41244	100.0	19240	46.65
GCA_977012905.1	551315961	2767	2367072	5446	199246.8	11299718	39.77	51.0076	10.52	4.45	0.4	32.04	47.02	2.7	0.1	1.07	0.12	30283	6354	1.156820658455239	1438	6.840717058689198	210	35032	10133	24899	204612	5.8407	943.6054	578.0	20	411007	cnidaria_odb12	proteins	3203	97.3	76.1	21.3	0.7	1.9	Cnidaria	4117	80.03	16.59	12.68	3.91	3.38	67.38	7.30	0.00	25.32	27932	27932	100.0	14772	52.89	16308	58.38	25421	91.01	24692	88.4	30907	30907	100.0	17119	55.39
GCA_977013685.1	483363659	2278	519421	4984	212187.7	2334476	38.25	50.1966	10.73	11.17	0.6	26.59	48.49	0.69	0.01	0.74	0.09	28589	6439	1.1579278743572703	1545	7.236376268728854	213	33104	9346	23758	206449	6.2364	901.6226	540	21	205502	cnidaria_odb12	proteins	3203	97.8	81.6	16.2	1.0	1.2	Cnidaria	4117	85.57	12.19	8.40	3.79	2.23	67.89	7.57	0.00	24.54	26486	26486	100.0	13885	52.42	15593	58.87	24289	91.71	23579	89.02	29347	29347	100.0	16665	56.79
GCA_977014755.1	490738607	732	3087733	6621	670407.9	11384742	39.12	50.7044	15.49	7.72	0.92	24.89	48.1	1.1	0.18	1.17	0.1	26249	7245	1.1608823193264506	1501	7.203202940404306	208	30472	8992	21480	189024	6.2032	1065.7499	604.0	21	468545	cnidaria_odb12	proteins	3203	97.9	82.5	15.4	0.8	1.2	Cnidaria	4117	88.71	8.19	5.39	2.79	3.11	63.51	7.99	0.00	28.50	24222	24222	100.0	12519	51.68	13566	56.01	21609	89.21	21104	87.13	26727	26727	100.0	14368	53.76
GCA_977014845.1	818726673	1799	2120255	3190	455101.0	8997351	39.23	63.7674	11.74	12.51	0.13	37.76	62.01	0.34	0.07	1.36	0.08	32261	7501	1.1388053687114472	1333	5.950243610332344	224	36739	13029	23710	181867	4.9502	1405.6918	765	20	347485	cnidaria_odb12	proteins	3203	97.6	83.6	14.0	0.8	1.6	Cnidaria	4117	88.05	8.43	5.49	2.94	3.52	61.06	8.62	0.00	30.32	28487	28487	100.0	13443	47.19	15095	52.99	24799	87.05	24363	85.52	31653	31653	100.0	15917	50.29
GCA_977015295.1	502925312	5168	548200	800	97315.3	3372000	38.89	45.8653	9.62	3.65	0.16	30.76	44.02	0.68	0.08	1.11	0.14	23853	6086	1.1341131094621222	1331	6.207785006653852	214	27052	7773	19279	140881	5.2078	1002.0543	705	20	103009	cnidaria_odb12	proteins	3203	87.8	75.7	12.1	4.6	7.6	Cnidaria	4117	82.78	9.04	6.24	2.79	8.19	66.23	8.46	0.00	25.32	21502	21502	100.0	11565	53.79	12595	58.58	19263	89.59	18714	87.03	23977	23977	100.0	12935	53.95
GCA_977016835.1	414868206	1280	717818	8466	324115.8	3320137	38.79	45.4960	11.15	5.1	0.44	27.69	43.93	0.78	0.04	0.78	0.09	27032	5995	1.151228174015981	1467	6.9625	210	31120	8882	22238	185553	5.9625	854.2142	540	20	114101	cnidaria_odb12	proteins	3203	97.1	80.5	16.5	1.2	1.7	Cnidaria	4117	85.91	10.42	6.80	3.62	3.67	68.29	7.65	0.00	24.06	24967	24967	100.0	13115	52.53	14645	58.66	22784	91.26	22084	88.45	27704	27704	100.0	15632	56.43
GCA_977016875.1	602225754	1180	3067493	7783	510360.8	8962524	38.91	50.5477	10.41	4.49	0.23	32.71	47.61	2.22	0.0	1.27	0.14	30175	7273	1.152046396023198	1452	6.742542358254466	215	34763	10769	23994	199628	5.7425	1166.8967	727.0	21	438722	cnidaria_odb12	proteins	3203	98.7	83.2	15.5	0.5	0.8	Cnidaria	4117	88.20	9.21	5.95	3.25	2.60	64.57	8.01	0.00	27.42	27268	27268	100.0	13828	50.71	15438	56.62	24646	90.38	23918	87.71	30542	30542	100.0	16458	53.89
GCA_977035595.1	680500720	622	44343715	10329	1094052.6	68662698	38.74	57.4495	14.24	5.05	0.57	36.04	55.33	1.13	0.18	1.03	0.11	32807	8308	1.1682262931691407	1421	6.402155194906852	222	38326	12841	25485	207043	5.4022	1485.494	800	21	488521	cnidaria_odb12	proteins	3203	92.3	69.4	22.9	1.7	5.9	Cnidaria	4117	78.19	14.67	11.95	2.72	7.14	62.63	8.49	0.00	28.88	29872	29872	100.0	14980	50.15	16676	55.82	26372	88.28	25888	86.66	33587	33587	100.0	17728	52.78
